2020-01-02,0 days 09:25:00,00001.SZ,8.71,36.93,63.17,20.58,74.67,86.05
2020-01-02,0 days 09:31:00,00001.SZ,46.4,54.64,58.62,22.56,26.6,40.45
2020-01-02,0 days 09:32:00,00001.SZ,37.44,94.41,22.06,19.4,77.34,87.13
2020-01-02,0 days 09:33:00,00001.SZ,59.63,86.79,14.19,29.66,64.01,55.34
2020-01-02,0 days 09:34:00,00001.SZ,82.96,38.53,97.08,46.95,15.19,9.97
2020-01-02,0 days 09:35:00,00001.SZ,54.97,92.89,69.89,59.1,51.17,47.65
2020-01-02,0 days 09:36:00,00001.SZ,97.21,39.57,51.5,62.51,7.68,46.54
2020-01-02,0 days 09:37:00,00001.SZ,49.48,46.93,58.75,9.14,21.39,26.31
2020-01-02,0 days 09:38:00,00001.SZ,42.98,1.22,90.95,1.91,29.48,13.93
2020-01-02,0 days 09:39:00,00001.SZ,53.07,42.43,10.8,60.7,94.5,40.11
2020-01-02,0 days 09:40:00,00001.SZ,84.3,18.32,67.24,58.5,88.61,29.6
2020-01-02,0 days 09:41:00,00001.SZ,36.23,83.1,76.81,21.31,64.77,95.73
2020-01-02,0 days 09:42:00,00001.SZ,1.08,57.63,87.15,75.57,91.0,71.99
2020-01-02,0 days 09:43:00,00001.SZ,43.4,14.61,67.83,4.34,79.7,1.22
2020-01-02,0 days 09:44:00,00001.SZ,52.85,53.27,67.18,54.2,94.66,40.82
2020-01-02,0 days 09:45:00,00001.SZ,85.16,3.16,71.09,41.58,1.32,32.06
2020-01-02,0 days 09:46:00,00001.SZ,13.49,53.69,47.68,90.58,35.18,23.35
2020-01-02,0 days 09:47:00,00001.SZ,71.38,50.7,87.93,47.38,63.94,48.35
2020-01-02,0 days 09:48:00,00001.SZ,35.54,52.09,98.57,52.73,41.16,28.94
2020-01-02,0 days 09:49:00,00001.SZ,18.62,93.71,66.26,39.08,93.49,29.34
2020-01-02,0 days 09:50:00,00001.SZ,21.77,49.56,74.21,11.53,4.7,79.89
2020-01-02,0 days 09:51:00,00001.SZ,25.65,13.09,39.67,57.62,77.75,34.22
2020-01-02,0 days 09:52:00,00001.SZ,7.35,85.42,98.28,37.19,48.58,45.37
2020-01-02,0 days 09:53:00,00001.SZ,12.62,14.26,96.37,34.49,18.94,26.85
2020-01-02,0 days 09:54:00,00001.SZ,53.35,41.62,70.21,43.45,70.44,50.49
2020-01-02,0 days 09:55:00,00001.SZ,89.91,63.74,38.57,12.35,61.16,46.8
2020-01-02,0 days 09:56:00,00001.SZ,74.02,41.57,97.37,27.7,7.1,20.96
2020-01-02,0 days 09:57:00,00001.SZ,74.19,41.14,75.04,28.3,5.19,78.43
2020-01-02,0 days 09:58:00,00001.SZ,91.78,64.3,52.95,30.68,24.87,99.75
2020-01-02,0 days 09:59:00,00001.SZ,42.28,64.12,74.65,37.32,87.17,5.19
2020-01-02,0 days 10:00:00,00001.SZ,68.82,78.75,90.39,90.38,73.99,1.39
2020-01-02,0 days 10:01:00,00001.SZ,39.89,25.59,51.49,38.5,78.54,62.62
2020-01-02,0 days 10:02:00,00001.SZ,32.53,21.83,85.05,74.13,83.76,38.55
2020-01-02,0 days 10:03:00,00001.SZ,75.26,15.23,59.75,91.29,5.62,54.47
2020-01-02,0 days 10:04:00,00001.SZ,50.6,38.21,6.02,33.83,28.81,88.33
2020-01-02,0 days 10:05:00,00001.SZ,82.85,72.26,57.31,26.45,29.84,16.84
2020-01-02,0 days 10:06:00,00001.SZ,4.68,52.89,61.17,30.62,81.83,31.46
2020-01-02,0 days 10:07:00,00001.SZ,49.33,8.25,63.26,34.04,49.46,81.25
2020-01-02,0 days 10:08:00,00001.SZ,58.44,82.81,14.04,21.98,75.48,61.32
2020-01-02,0 days 10:09:00,00001.SZ,44.59,7.17,41.63,74.26,40.91,99.4
2020-01-02,0 days 10:10:00,00001.SZ,40.8,16.31,68.31,70.06,7.7,29.6
2020-01-02,0 days 10:11:00,00001.SZ,36.14,45.09,15.92,36.1,22.58,96.54
2020-01-02,0 days 10:12:00,00001.SZ,31.35,98.06,10.55,52.92,41.42,27.56
2020-01-02,0 days 10:13:00,00001.SZ,58.96,17.46,5.32,89.61,48.27,60.92
2020-01-02,0 days 10:14:00,00001.SZ,39.81,37.94,42.57,65.52,79.92,84.41
2020-01-02,0 days 10:15:00,00001.SZ,5.81,11.71,14.82,46.73,94.67,91.88
2020-01-02,0 days 10:16:00,00001.SZ,22.07,8.03,40.73,84.92,94.73,61.98
2020-01-02,0 days 10:17:00,00001.SZ,34.78,52.51,73.03,95.6,12.65,54.84
2020-01-02,0 days 10:18:00,00001.SZ,81.7,50.33,60.28,87.47,69.77,59.97
2020-01-02,0 days 10:19:00,00001.SZ,25.53,60.46,69.63,56.22,64.42,37.53
2020-01-02,0 days 10:20:00,00001.SZ,68.07,26.78,33.78,14.05,80.08,85.53
2020-01-02,0 days 10:21:00,00001.SZ,70.44,28.76,12.29,62.68,40.88,96.3
2020-01-02,0 days 10:22:00,00001.SZ,74.08,28.9,48.45,88.13,14.78,99.59
2020-01-02,0 days 10:23:00,00001.SZ,69.21,83.03,39.26,87.4,94.73,57.17
2020-01-02,0 days 10:24:00,00001.SZ,10.76,12.19,4.9,65.55,98.68,32.48
2020-01-02,0 days 10:25:00,00001.SZ,24.04,7.69,50.89,28.99,52.71,90.36
2020-01-02,0 days 10:26:00,00001.SZ,21.36,9.44,60.43,16.26,61.68,11.6
2020-01-02,0 days 10:27:00,00001.SZ,45.87,10.89,95.23,43.98,54.2,42.09
2020-01-02,0 days 10:28:00,00001.SZ,70.08,37.2,60.72,53.37,69.22,44.26
2020-01-02,0 days 10:29:00,00001.SZ,15.21,17.56,79.42,90.77,2.59,50.8
2020-01-02,0 days 10:30:00,00001.SZ,43.45,13.36,87.88,95.86,80.0,23.47
