2020-01-02,0 days 09:25:00,00001.SZ,40.17,62.46,65.27,80.03,11.94,27.9
2020-01-02,0 days 09:31:00,00001.SZ,18.53,75.45,51.16,63.63,1.05,83.48
2020-01-02,0 days 09:32:00,00001.SZ,10.91,4.67,81.22,25.62,74.8,54.83
2020-01-02,0 days 09:33:00,00001.SZ,91.45,20.33,19.94,86.58,85.98,57.86
2020-01-02,0 days 09:34:00,00001.SZ,78.46,56.33,44.39,77.92,84.66,83.2
2020-01-02,0 days 09:35:00,00001.SZ,42.14,1.79,47.94,59.01,36.19,33.42
2020-01-02,0 days 09:36:00,00001.SZ,10.08,98.52,62.59,99.88,89.8,39.81
2020-01-02,0 days 09:37:00,00001.SZ,33.67,22.11,49.69,88.27,23.88,76.06
2020-01-02,0 days 09:38:00,00001.SZ,90.54,51.35,54.19,31.85,31.47,44.63
2020-01-02,0 days 09:39:00,00001.SZ,40.59,39.0,86.78,74.56,98.09,6.63
2020-01-02,0 days 09:40:00,00001.SZ,17.41,7.63,96.74,3.27,86.85,22.77
2020-01-02,0 days 09:41:00,00001.SZ,70.25,49.13,16.69,25.81,85.58,28.01
2020-01-02,0 days 09:42:00,00001.SZ,80.75,47.31,10.0,61.6,96.67,84.26
2020-01-02,0 days 09:43:00,00001.SZ,94.65,64.57,89.04,94.82,53.72,24.2
2020-01-02,0 days 09:44:00,00001.SZ,98.81,11.5,43.46,7.47,32.21,40.94
2020-01-02,0 days 09:45:00,00001.SZ,27.25,5.05,97.85,45.66,58.57,19.44
2020-01-02,0 days 09:46:00,00001.SZ,69.98,29.85,40.02,54.06,55.71,22.68
2020-01-02,0 days 09:47:00,00001.SZ,7.31,23.46,31.84,66.16,28.17,53.44
2020-01-02,0 days 09:48:00,00001.SZ,26.85,33.15,46.13,31.09,70.86,42.61
2020-01-02,0 days 09:49:00,00001.SZ,65.1,84.73,45.58,39.94,85.95,81.62
2020-01-02,0 days 09:50:00,00001.SZ,78.04,5.78,89.23,95.79,95.56,68.7
2020-01-02,0 days 09:51:00,00001.SZ,16.13,83.18,57.27,99.24,14.05,35.78
2020-01-02,0 days 09:52:00,00001.SZ,30.36,30.78,59.38,76.1,45.44,69.34
2020-01-02,0 days 09:53:00,00001.SZ,51.73,42.26,69.93,44.23,40.59,67.85
2020-01-02,0 days 09:54:00,00001.SZ,33.77,45.22,54.07,87.4,29.66,65.37
2020-01-02,0 days 09:55:00,00001.SZ,34.35,84.35,90.74,48.52,7.42,57.18
2020-01-02,0 days 09:56:00,00001.SZ,4.64,37.99,53.52,29.03,63.69,4.37
2020-01-02,0 days 09:57:00,00001.SZ,25.43,52.22,9.32,93.47,46.31,94.69
2020-01-02,0 days 09:58:00,00001.SZ,37.24,64.57,91.31,14.71,95.12,45.7
2020-01-02,0 days 09:59:00,00001.SZ,84.49,37.1,65.66,74.53,45.02,29.06
2020-01-02,0 days 10:00:00,00001.SZ,41.95,94.07,89.45,46.55,12.6,74.09
2020-01-02,0 days 10:01:00,00001.SZ,90.51,63.58,44.8,71.3,71.39,51.55
2020-01-02,0 days 10:02:00,00001.SZ,25.77,95.37,38.66,79.88,3.46,40.53
2020-01-02,0 days 10:03:00,00001.SZ,28.43,9.0,42.55,41.05,3.06,72.92
2020-01-02,0 days 10:04:00,00001.SZ,17.24,83.86,61.77,10.06,20.57,24.01
2020-01-02,0 days 10:05:00,00001.SZ,63.1,96.52,53.3,57.68,77.25,86.39
2020-01-02,0 days 10:06:00,00001.SZ,75.17,96.15,26.52,29.84,70.43,64.15
2020-01-02,0 days 10:07:00,00001.SZ,28.73,18.16,65.54,50.57,54.06,37.29
2020-01-02,0 days 10:08:00,00001.SZ,55.69,20.2,26.08,13.76,91.12,36.29
2020-01-02,0 days 10:09:00,00001.SZ,12.31,3.22,61.65,1.37,62.79,39.19
2020-01-02,0 days 10:10:00,00001.SZ,61.58,43.75,33.08,28.54,25.54,3.69
2020-01-02,0 days 10:11:00,00001.SZ,19.02,23.44,75.8,5.45,56.84,62.1
2020-01-02,0 days 10:12:00,00001.SZ,94.03,2.86,71.03,99.62,60.62,85.0
2020-01-02,0 days 10:13:00,00001.SZ,9.14,12.27,71.65,88.48,22.96,1.42
2020-01-02,0 days 10:14:00,00001.SZ,28.59,29.26,71.36,69.0,52.21,53.21
2020-01-02,0 days 10:15:00,00001.SZ,25.6,80.2,91.86,99.14,2.44,31.14
2020-01-02,0 days 10:16:00,00001.SZ,3.97,77.94,52.61,24.93,32.98,44.83
2020-01-02,0 days 10:17:00,00001.SZ,86.15,75.42,14.56,37.79,20.49,28.69
2020-01-02,0 days 10:18:00,00001.SZ,9.5,49.28,18.39,92.62,18.16,17.02
2020-01-02,0 days 10:19:00,00001.SZ,91.34,8.07,27.82,76.97,94.42,67.7
2020-01-02,0 days 10:20:00,00001.SZ,59.35,82.42,79.81,39.54,76.66,9.64
