2020-01-02,0 days 09:25:00,00001.SZ,69.55,84.4,39.33,64.52,16.87,44.37
2020-01-02,0 days 09:31:00,00001.SZ,40.13,88.76,32.17,67.23,10.73,47.92
2020-01-02,0 days 09:32:00,00001.SZ,25.6,79.04,59.08,95.36,67.95,59.15
2020-01-02,0 days 09:33:00,00001.SZ,55.57,66.42,72.66,66.43,7.11,50.64
2020-01-02,0 days 09:34:00,00001.SZ,26.35,34.92,5.37,8.8,40.57,2.95
2020-01-02,0 days 09:35:00,00001.SZ,98.74,6.82,61.65,77.74,28.25,15.41
2020-01-02,0 days 09:36:00,00001.SZ,13.95,84.82,85.6,60.82,40.31,41.91
2020-01-02,0 days 09:37:00,00001.SZ,14.97,98.8,43.86,46.87,72.51,45.78
2020-01-02,0 days 09:38:00,00001.SZ,88.07,69.24,15.49,44.17,6.25,2.71
2020-01-02,0 days 09:39:00,00001.SZ,6.75,30.95,52.28,55.73,37.11,17.58
2020-01-02,0 days 09:40:00,00001.SZ,14.57,56.24,38.66,94.63,42.09,41.37
2020-01-02,0 days 09:41:00,00001.SZ,45.38,43.81,19.5,8.42,24.68,80.7
2020-01-02,0 days 09:42:00,00001.SZ,14.42,47.39,19.74,2.78,87.18,34.68
2020-01-02,0 days 09:43:00,00001.SZ,58.73,24.17,47.76,85.42,22.18,97.24
2020-01-02,0 days 09:44:00,00001.SZ,95.39,78.6,42.64,46.9,23.33,42.45
2020-01-02,0 days 09:45:00,00001.SZ,23.55,84.23,65.16,23.56,61.04,58.51
2020-01-02,0 days 09:46:00,00001.SZ,42.08,57.9,60.26,33.64,98.07,48.35
2020-01-02,0 days 09:47:00,00001.SZ,60.74,35.81,23.51,15.02,88.09,66.72
2020-01-02,0 days 09:48:00,00001.SZ,6.9,84.21,42.77,95.42,66.39,75.86
2020-01-02,0 days 09:49:00,00001.SZ,52.1,98.98,80.76,21.97,77.44,65.24
2020-01-02,0 days 09:50:00,00001.SZ,82.7,51.7,41.4,28.6,61.36,75.64
2020-01-02,0 days 09:51:00,00001.SZ,16.44,20.16,80.93,81.13,26.97,68.26
2020-01-02,0 days 09:52:00,00001.SZ,21.54,48.13,33.97,75.41,58.27,17.9
2020-01-02,0 days 09:53:00,00001.SZ,16.74,62.76,43.54,50.12,15.47,97.4
2020-01-02,0 days 09:54:00,00001.SZ,29.86,29.29,80.28,30.92,23.03,18.01
2020-01-02,0 days 09:55:00,00001.SZ,71.76,14.87,29.37,78.47,5.87,20.59
2020-01-02,0 days 09:56:00,00001.SZ,80.91,31.89,6.92,65.08,74.48,25.56
2020-01-02,0 days 09:57:00,00001.SZ,71.3,17.03,58.72,19.87,75.94,86.4
2020-01-02,0 days 09:58:00,00001.SZ,8.73,91.76,34.76,63.07,63.87,76.59
2020-01-02,0 days 09:59:00,00001.SZ,38.52,57.8,91.96,42.14,79.12,48.97
2020-01-02,0 days 10:00:00,00001.SZ,26.08,5.01,34.78,88.47,30.54,30.44
2020-01-02,0 days 10:01:00,00001.SZ,71.3,27.54,73.5,72.39,85.51,7.96
